PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Set,Group,GroupNumber,CabinDeck,CabinNumber,CabinSide,FirstName,LastName,Bills,GroupSize,PotentialDecks,PotentialSides
2884_01,Mars,False,D/90/P,TRAPPIST-1e,37.0,False,912.0,0.0,0.0,,0.0,Coats Erle,False,Train,2884,01,D,90,P,Coats,Erle,,1,,
2885_01,Mars,False,F/549/S,TRAPPIST-1e,20.0,False,91.0,0.0,10.0,1187.0,0.0,Lles Mushe,,Test,2885,01,F,549,S,Lles,Mushe,1288.0,1,,
2886_01,Mars,False,F/596/P,TRAPPIST-1e,32.0,False,2436.0,0.0,18.0,9.0,0.0,Fow Bert,,Test,2886,01,F,596,P,Fow,Bert,2463.0,1,,
2887_01,Earth,False,G/459/S,TRAPPIST-1e,44.0,False,0.0,0.0,744.0,62.0,3.0,Gabrie Reenez,False,Train,2887,01,G,459,S,Gabrie,Reenez,809.0,1,,
2888_01,Mars,False,F/597/P,TRAPPIST-1e,71.0,True,901.0,0.0,1698.0,0.0,0.0,Kad Gele,False,Train,2888,01,F,597,P,Kad,Gele,2599.0,1,,
2889_01,Earth,False,E/195/S,TRAPPIST-1e,34.0,False,0.0,0.0,573.0,214.0,0.0,Floyde Barrez,,Test,2889,01,E,195,S,Floyde,Barrez,787.0,1,,
2890_01,Europa,False,B/89/P,TRAPPIST-1e,44.0,False,0.0,351.0,0.0,3.0,3447.0,Jabbab Cattyried,False,Train,2890,01,B,89,P,Jabbab,Cattyried,3801.0,2,,
2890_02,Europa,True,B/89/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Suhain Cattyried,True,Train,2890,02,B,89,P,Suhain,Cattyried,0.0,2,,
2891_01,Earth,False,G/460/S,TRAPPIST-1e,18.0,False,4.0,904.0,0.0,0.0,1.0,Gleney Ortinericey,False,Train,2891,01,G,460,S,Gleney,Ortinericey,909.0,1,,
2892_01,Earth,False,G/469/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Glena Coolerson,True,Train,2892,01,G,469,P,Glena,Coolerson,0.0,5,,
2892_02,Earth,True,G/469/P,55 Cancri e,12.0,False,0.0,0.0,0.0,0.0,0.0,Benry Gallenry,False,Train,2892,02,G,469,P,Benry,Gallenry,0.0,5,,
2892_03,Earth,True,G/469/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,True,Train,2892,03,G,469,P,Sharie,Gallenry,0.0,5,,
2892_04,Earth,False,F/598/P,TRAPPIST-1e,29.0,False,0.0,1311.0,0.0,0.0,0.0,Kendre Coolerson,False,Train,2892,04,F,598,P,Kendre,Coolerson,1311.0,5,,
2892_05,Earth,False,G/469/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,False,Train,2892,05,G,469,P,Wilmay,Coolerson,0.0,5,,
2893_01,Earth,False,G/470/P,55 Cancri e,27.0,False,688.0,307.0,779.0,0.0,19.0,Verek Beasleyes,False,Train,2893,01,G,470,P,Verek,Beasleyes,1793.0,1,,
2894_01,Earth,False,F/599/P,PSO J318.5-22,24.0,False,0.0,0.0,443.0,244.0,1.0,Idace Hersons,False,Train,2894,01,F,599,P,Idace,Hersons,688.0,1,,
2895_01,Europa,True,C/111/S,55 Cancri e,47.0,False,0.0,0.0,0.0,0.0,0.0,Phah Meplel,,Test,2895,01,C,111,S,Phah,Meplel,0.0,1,,
2896_01,Earth,False,F/550/S,TRAPPIST-1e,23.0,False,11.0,0.0,0.0,0.0,1281.0,Clard Sweenez,,Test,2896,01,F,550,S,Clard,Sweenez,1292.0,1,,
2897_01,Earth,False,G/461/S,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,Guye Meadoney,True,Train,2897,01,G,461,S,Guye,Meadoney,845.0,1,,
2898_01,Europa,False,B/90/P,TRAPPIST-1e,22.0,False,0.0,4313.0,0.0,0.0,25.0,Magnon Healted,,Test,2898,01,B,90,P,Magnon,Healted,4338.0,2,,
2898_02,Europa,True,B/90/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Whetingert,,Test,2898,02,B,90,P,Ashird,Whetingert,0.0,2,,
2899_01,Mars,False,F/600/P,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,Monch Buth,False,Train,2899,01,F,600,P,Monch,Buth,1493.0,1,,
2900_01,Mars,True,F/551/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Corse Snoff,True,Train,2900,01,F,551,S,Corse,Snoff,0.0,1,"['D', 'E', 'F']","['P', 'S']"
2901_01,Earth,False,F/601/P,TRAPPIST-1e,16.0,False,0.0,20.0,0.0,300.0,681.0,Jeanna Vandez,False,Train,2901,01,F,601,P,Jeanna,Vandez,1001.0,2,,
2901_02,Earth,False,F/601/P,PSO J318.5-22,24.0,False,,2.0,25.0,,707.0,Loisey Vandez,True,Train,2901,02,F,601,P,Loisey,Vandez,,2,,
2902_01,Earth,False,G/471/P,TRAPPIST-1e,33.0,False,123.0,760.0,0.0,0.0,0.0,Lyney Merkins,False,Train,2902,01,G,471,P,Lyney,Merkins,883.0,1,,
2903_01,Earth,False,G/472/P,PSO J318.5-22,18.0,False,33.0,1352.0,38.0,0.0,,,,Test,2903,01,G,472,P,,,,1,,
2904_01,Europa,False,C/99/P,TRAPPIST-1e,36.0,False,86.0,290.0,2271.0,2184.0,91.0,Ashird Dishearly,,Test,2904,01,C,99,P,Ashird,Dishearly,4922.0,2,,
2904_02,Europa,True,C/99/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Luxonon Dishearly,,Test,2904,02,C,99,P,Luxonon,Dishearly,0.0,2,,
2905_01,Earth,False,G/462/S,55 Cancri e,24.0,False,489.0,0.0,,0.0,0.0,Lloyde Parsoney,False,Train,2905,01,G,462,S,Lloyde,Parsoney,,1,,
2906_01,Earth,False,G/463/S,,29.0,False,1.0,0.0,133.0,104.0,574.0,Margia Gainebergan,False,Train,2906,01,G,463,S,Margia,Gainebergan,812.0,1,,
2907_01,Earth,False,F/552/S,TRAPPIST-1e,25.0,False,0.0,9.0,2005.0,0.0,5.0,Paulah Weavesend,True,Train,2907,01,F,552,S,Paulah,Weavesend,2019.0,1,,
2908_01,Earth,False,G/464/S,,0.0,False,0.0,0.0,0.0,0.0,0.0,Nica Berreranks,False,Train,2908,01,G,464,S,Nica,Berreranks,0.0,2,,
2908_02,Earth,False,F/553/S,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,Benda Berreranks,False,Train,2908,02,F,553,S,Benda,Berreranks,918.0,2,,
2909_01,Earth,True,G/473/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Eddiey Polloantes,False,Train,2909,01,G,473,P,Eddiey,Polloantes,0.0,1,,
2910_01,Earth,False,F/602/P,PSO J318.5-22,32.0,False,0.0,0.0,736.0,0.0,0.0,Celis Bucknersony,False,Train,2910,01,F,602,P,Celis,Bucknersony,736.0,1,,
2911_01,Earth,True,G/465/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Carona Leton,,Test,2911,01,G,465,S,Carona,Leton,0.0,1,,
2912_01,Mars,True,E/178/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Beeres Kine,False,Train,2912,01,E,178,P,Beeres,Kine,0.0,1,,
2913_01,Mars,False,F/603/P,TRAPPIST-1e,49.0,False,21.0,25.0,1509.0,0.0,1042.0,Pefox Sau,False,Train,2913,01,F,603,P,Pefox,Sau,2597.0,1,,
2914_01,Europa,True,B/91/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Sadares Reeddommy,,Test,2914,01,B,91,P,Sadares,Reeddommy,0.0,1,,
2915_01,Mars,True,F/554/S,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Wealke Beake,,Test,2915,01,F,554,S,Wealke,Beake,0.0,1,,
2916_01,Mars,True,F/604/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Mars Ickes,,Test,2916,01,F,604,P,Mars,Ickes,0.0,1,,
2917_01,Earth,False,F/605/P,TRAPPIST-1e,14.0,False,890.0,0.0,75.0,0.0,0.0,Marlly Simson,,Test,2917,01,F,605,P,Marlly,Simson,965.0,1,,
2918_01,Europa,False,B/108/S,55 Cancri e,22.0,False,0.0,562.0,0.0,0.0,3808.0,Geno Clutcheed,,Test,2918,01,B,108,S,Geno,Clutcheed,4370.0,1,,
2919_01,Mars,False,D/96/S,TRAPPIST-1e,43.0,False,13.0,2119.0,315.0,0.0,261.0,Slix Kra,True,Train,2919,01,D,96,S,Slix,Kra,2708.0,3,,
2919_02,Mars,False,F/555/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Soyos Kra,True,Train,2919,02,F,555,S,Soyos,Kra,0.0,3,,
2919_03,Mars,True,F/555/S,TRAPPIST-1e,6.0,False,,0.0,0.0,0.0,0.0,Stmeal Kra,True,Train,2919,03,F,555,S,Stmeal,Kra,0.0,3,,
2920_01,Earth,False,F/606/P,TRAPPIST-1e,23.0,False,0.0,179.0,569.0,0.0,0.0,Joelan Schwardson,True,Train,2920,01,F,606,P,Joelan,Schwardson,748.0,1,,
2921_01,Earth,False,F/607/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,234.0,572.0,Cores Portananney,,Test,2921,01,F,607,P,Cores,Portananney,806.0,1,,
2922_01,Mars,False,F/608/P,TRAPPIST-1e,25.0,False,1.0,72.0,1202.0,33.0,0.0,Trine Pore,,Test,2922,01,F,608,P,Trine,Pore,1308.0,1,,
2923_01,Earth,False,G/466/S,TRAPPIST-1e,15.0,False,19.0,3673.0,173.0,0.0,314.0,Lavey Merkins,,Test,2923,01,G,466,S,Lavey,Merkins,4179.0,1,,
2924_01,Mars,False,F/556/S,TRAPPIST-1e,28.0,False,2521.0,0.0,303.0,8.0,0.0,Cobys Perie,,Test,2924,01,F,556,S,Cobys,Perie,2832.0,1,,
2925_01,Mars,False,F/609/P,TRAPPIST-1e,43.0,False,336.0,11.0,796.0,15.0,0.0,Cines Minen,True,Train,2925,01,F,609,P,Cines,Minen,1158.0,2,,
2925_02,Mars,True,F/609/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Goleer Minen,True,Train,2925,02,F,609,P,Goleer,Minen,0.0,2,,
2926_01,Mars,False,F/610/P,TRAPPIST-1e,43.0,False,828.0,25.0,545.0,107.0,0.0,Kad Homin,False,Train,2926,01,F,610,P,Kad,Homin,1505.0,1,"['D', 'E', 'F']","['P', 'S']"
2927_01,Mars,True,F/611/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caw Panad,True,Train,2927,01,F,611,P,Caw,Panad,0.0,1,,
2928_01,Europa,False,B/92/P,55 Cancri e,54.0,True,0.0,2062.0,2.0,19.0,1618.0,Menkibi Mander,False,Train,2928,01,B,92,P,Menkibi,Mander,3701.0,3,,
2928_02,Europa,True,B/92/P,TRAPPIST-1e,51.0,False,0.0,0.0,,0.0,0.0,Photope Caltilter,True,Train,2928,02,B,92,P,Photope,Caltilter,0.0,3,,
2928_03,Europa,True,B/92/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gluinol Mander,True,Train,2928,03,B,92,P,Gluinol,Mander,0.0,3,,
2929_01,Earth,True,G/467/S,PSO J318.5-22,48.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Mcbritts,True,Train,2929,01,G,467,S,Alancy,Mcbritts,0.0,1,,
2930_01,Earth,False,G/474/P,TRAPPIST-1e,45.0,False,,9.0,0.0,857.0,16.0,Cary Mejiaddox,False,Train,2930,01,G,474,P,Cary,Mejiaddox,,1,,
2931_01,Earth,True,G/475/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Essara Mcfarley,,Test,2931,01,G,475,P,Essara,Mcfarley,0.0,2,,
2931_02,Earth,False,F/612/P,TRAPPIST-1e,28.0,False,743.0,27.0,10.0,0.0,17.0,Andice Mcfarley,,Test,2931,02,F,612,P,Andice,Mcfarley,797.0,2,,
2932_01,Europa,True,B/109/S,,45.0,False,0.0,0.0,0.0,0.0,0.0,Tarain Tachor,,Test,2932,01,B,109,S,Tarain,Tachor,0.0,1,,
2933_01,Earth,,F/613/P,TRAPPIST-1e,44.0,False,0.0,72.0,0.0,665.0,0.0,Byront Lewinton,,Test,2933,01,F,613,P,Byront,Lewinton,737.0,1,,
2934_01,Earth,False,F/557/S,PSO J318.5-22,20.0,False,0.0,689.0,0.0,0.0,0.0,Adriet Moodman,False,Train,2934,01,F,557,S,Adriet,Moodman,689.0,1,,
2935_01,Europa,False,T/2/P,TRAPPIST-1e,33.0,False,0.0,28.0,0.0,6841.0,543.0,,False,Train,2935,01,T,2,P,,,7412.0,1,,
2936_01,Earth,False,G/468/S,TRAPPIST-1e,21.0,False,15.0,30.0,11.0,2.0,388.0,Jimmyn Berreranks,False,Train,2936,01,G,468,S,Jimmyn,Berreranks,446.0,1,,
2937_01,Earth,False,F/614/P,TRAPPIST-1e,22.0,False,0.0,1.0,,237.0,620.0,Gerly Valey,,Test,2937,01,F,614,P,Gerly,Valey,,1,,
2938_01,Europa,True,C/100/P,TRAPPIST-1e,68.0,False,0.0,0.0,0.0,0.0,0.0,Taban Aroodint,True,Train,2938,01,C,100,P,Taban,Aroodint,0.0,1,,
2939_01,Earth,False,G/476/P,TRAPPIST-1e,48.0,False,0.0,0.0,889.0,0.0,0.0,Noria Cainghannon,,Test,2939,01,G,476,P,Noria,Cainghannon,889.0,1,,
2940_01,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,Melica Casonston,True,Train,2940,01,F,615,P,Melica,Casonston,683.0,1,,
2941_01,Earth,False,G/477/P,TRAPPIST-1e,16.0,,24.0,0.0,13.0,717.0,0.0,Coreee Beasleyes,False,Train,2941,01,G,477,P,Coreee,Beasleyes,754.0,1,,
2942_01,Earth,False,F/558/S,TRAPPIST-1e,35.0,False,198.0,44.0,97.0,30.0,510.0,Tany Watkinsley,False,Train,2942,01,F,558,S,Tany,Watkinsley,879.0,1,,
2943_01,Earth,True,G/478/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Allene Belley,False,Train,2943,01,G,478,P,Allene,Belley,0.0,1,,
2944_01,Earth,False,F/559/S,TRAPPIST-1e,51.0,False,214.0,3.0,16.0,569.0,0.0,Min Nichoan,False,Train,2944,01,F,559,S,Min,Nichoan,802.0,4,,
2944_02,Earth,False,G/469/S,PSO J318.5-22,2.0,False,,0.0,0.0,0.0,0.0,Ernard Nichoan,False,Train,2944,02,G,469,S,Ernard,Nichoan,0.0,4,,
2944_03,Earth,True,G/469/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Sta Nichoan,False,Train,2944,03,G,469,S,Sta,Nichoan,0.0,4,,
2944_04,Earth,False,G/469/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Terta Nichoan,True,Train,2944,04,G,469,S,Terta,Nichoan,0.0,4,,
2945_01,Earth,True,G/479/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Jeanie Moodsey,True,Train,2945,01,G,479,P,Jeanie,Moodsey,0.0,1,,
2946_01,Earth,False,F/616/P,TRAPPIST-1e,25.0,False,1722.0,906.0,0.0,0.0,1.0,Jayne Farrez,,Test,2946,01,F,616,P,Jayne,Farrez,2629.0,4,,
2946_02,Earth,False,G/480/P,TRAPPIST-1e,24.0,False,646.0,202.0,0.0,3.0,2.0,Toddie Farrez,,Test,2946,02,G,480,P,Toddie,Farrez,853.0,4,,
2946_03,Earth,False,G/480/P,TRAPPIST-1e,20.0,False,0.0,822.0,0.0,65.0,0.0,Karah Farrez,,Test,2946,03,G,480,P,Karah,Farrez,887.0,4,,
2946_04,Earth,False,G/480/P,TRAPPIST-1e,46.0,False,0.0,7.0,327.0,0.0,508.0,Lewise Farrez,,Test,2946,04,G,480,P,Lewise,Farrez,842.0,4,,
2947_01,Earth,True,G/481/P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Byrona Kerrealds,,Test,2947,01,G,481,P,Byrona,Kerrealds,0.0,1,,
2948_01,Europa,False,C/112/S,TRAPPIST-1e,55.0,False,0.0,1971.0,77.0,577.0,1050.0,Tabiton Prearright,True,Train,2948,01,C,112,S,Tabiton,Prearright,3675.0,1,,
2949_01,Earth,True,G/482/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,,0.0,Florey Boltertley,False,Train,2949,01,G,482,P,Florey,Boltertley,0.0,1,,
2950_01,Earth,False,F/617/P,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,Lawren Fielsenders,False,Train,2950,01,F,617,P,Lawren,Fielsenders,689.0,1,,
2951_01,Earth,False,G/483/P,PSO J318.5-22,26.0,False,368.0,0.0,,406.0,0.0,Juaney Slates,,Test,2951,01,G,483,P,Juaney,Slates,,1,,
2952_01,Earth,False,F/618/P,55 Cancri e,56.0,False,0.0,88.0,0.0,882.0,207.0,Shaele Carreralend,,Test,2952,01,F,618,P,Shaele,Carreralend,1177.0,1,,
2953_01,Earth,False,E/179/P,55 Cancri e,25.0,False,0.0,641.0,0.0,2.0,0.0,Eilan Solivers,True,Train,2953,01,E,179,P,Eilan,Solivers,643.0,1,,
2954_01,Earth,False,F/619/P,55 Cancri e,18.0,False,235.0,0.0,101.0,0.0,316.0,Karlie Gordanieves,True,Train,2954,01,F,619,P,Karlie,Gordanieves,652.0,1,,
2955_01,Earth,,F/560/S,TRAPPIST-1e,37.0,False,262.0,380.0,0.0,39.0,766.0,Milda Rocholton,,Test,2955,01,F,560,S,Milda,Rocholton,1447.0,1,,
2956_01,Earth,False,G/470/S,PSO J318.5-22,28.0,False,3.0,141.0,0.0,0.0,1689.0,Tonnie Houseson,False,Train,2956,01,G,470,S,Tonnie,Houseson,1833.0,1,,
2957_01,Earth,True,G/484/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Eillis Cobson,,Test,2957,01,G,484,P,Eillis,Cobson,0.0,1,,
2958_01,Earth,False,F/561/S,TRAPPIST-1e,26.0,False,1822.0,0.0,4.0,107.0,1204.0,Min Parrett,False,Train,2958,01,F,561,S,Min,Parrett,3137.0,1,,
2959_01,Earth,False,F/620/P,PSO J318.5-22,28.0,False,1.0,0.0,933.0,614.0,0.0,,False,Train,2959,01,F,620,P,,,1548.0,1,,
2960_01,Earth,False,F/562/S,TRAPPIST-1e,54.0,False,,,0.0,0.0,0.0,Gracia Carterson,False,Train,2960,01,F,562,S,Gracia,Carterson,,1,,
2961_01,Earth,False,F/621/P,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,Evaned Kellynn,False,Train,2961,01,F,621,P,Evaned,Kellynn,778.0,1,,
2962_01,Mars,False,E/180/P,TRAPPIST-1e,25.0,False,1228.0,0.0,132.0,0.0,0.0,Cints Backe,False,Train,2962,01,E,180,P,Cints,Backe,1360.0,1,,
2963_01,Earth,False,G/471/S,TRAPPIST-1e,15.0,False,152.0,630.0,124.0,1.0,0.0,Naomie Moodman,,Test,2963,01,G,471,S,Naomie,Moodman,907.0,1,,
2964_01,Europa,False,A/35/S,TRAPPIST-1e,26.0,False,2050.0,8525.0,0.0,270.0,636.0,Izarfik Holiabler,False,Train,2964,01,A,35,S,Izarfik,Holiabler,11481.0,1,,
2965_01,Earth,False,F/622/P,TRAPPIST-1e,14.0,False,0.0,0.0,709.0,258.0,3.0,Amandy Munozanson,False,Train,2965,01,F,622,P,Amandy,Munozanson,970.0,1,,
2966_01,Earth,False,E/181/P,TRAPPIST-1e,21.0,False,2.0,417.0,323.0,0.0,84.0,Deaney Avisley,True,Train,2966,01,E,181,P,Deaney,Avisley,826.0,1,,
2967_01,Earth,False,F/623/P,TRAPPIST-1e,21.0,False,0.0,934.0,0.0,,0.0,Ren Clemondsey,,Test,2967,01,F,623,P,Ren,Clemondsey,,1,,
2968_01,Earth,True,G/485/P,TRAPPIST-1e,43.0,False,0.0,,0.0,0.0,0.0,Evendy Sosalinson,True,Train,2968,01,G,485,P,Evendy,Sosalinson,0.0,1,,
2969_01,Earth,False,G/486/P,,37.0,False,221.0,0.0,32.0,38.0,516.0,Russey Miley,False,Train,2969,01,G,486,P,Russey,Miley,807.0,1,,
2970_01,Earth,False,F/563/S,TRAPPIST-1e,,False,740.0,82.0,6.0,,1.0,Dwin Adkinson,False,Train,2970,01,F,563,S,Dwin,Adkinson,,1,"['E', 'F', 'G']","['P', 'S']"
2971_01,Europa,False,T/3/P,TRAPPIST-1e,38.0,False,0.0,3135.0,0.0,26.0,3.0,Pent Sessiouse,True,Train,2971,01,T,3,P,Pent,Sessiouse,3164.0,1,,
2972_01,Earth,False,E/182/P,TRAPPIST-1e,14.0,False,0.0,1.0,1441.0,0.0,190.0,Danna Yorkland,True,Train,2972,01,E,182,P,Danna,Yorkland,1632.0,1,,
2973_01,Earth,False,E/196/S,TRAPPIST-1e,24.0,False,0.0,2.0,70.0,707.0,7.0,Melica Greeves,,Test,2973,01,E,196,S,Melica,Greeves,786.0,1,,
2974_01,Earth,False,F/624/P,55 Cancri e,30.0,False,0.0,137.0,15.0,0.0,1292.0,Kell Holton,,Test,2974,01,F,624,P,Kell,Holton,1444.0,1,,
2975_01,Earth,,F/564/S,PSO J318.5-22,20.0,False,0.0,0.0,585.0,0.0,10.0,Elanda Hermanapp,False,Train,2975,01,F,564,S,Elanda,Hermanapp,595.0,1,,
2976_01,Europa,True,B/110/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Kabih Clughted,,Test,2976,01,B,110,S,Kabih,Clughted,0.0,4,,
2976_02,Europa,True,B/110/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Thab Clughted,,Test,2976,02,B,110,S,Thab,Clughted,0.0,4,,
2976_03,Europa,True,B/110/S,55 Cancri e,55.0,False,0.0,0.0,0.0,0.0,0.0,Sadach Clughted,,Test,2976,03,B,110,S,Sadach,Clughted,0.0,4,,
2976_04,Europa,False,B/110/S,55 Cancri e,27.0,False,0.0,49.0,77.0,2427.0,3590.0,Chamark Clughted,,Test,2976,04,B,110,S,Chamark,Clughted,6143.0,4,,
2977_01,Earth,False,F/625/P,TRAPPIST-1e,44.0,False,48.0,207.0,10.0,443.0,2.0,Leahy Atkinney,,Test,2977,01,F,625,P,Leahy,Atkinney,710.0,3,,
2977_02,Earth,False,F/625/P,TRAPPIST-1e,17.0,False,75.0,0.0,816.0,0.0,265.0,Edgary Atkinney,,Test,2977,02,F,625,P,Edgary,Atkinney,1156.0,3,,
2977_03,Earth,False,F/625/P,PSO J318.5-22,17.0,False,546.0,0.0,0.0,0.0,203.0,Ericia Atkinney,,Test,2977,03,F,625,P,Ericia,Atkinney,749.0,3,,
2978_01,Mars,False,F/565/S,TRAPPIST-1e,36.0,False,3.0,0.0,345.0,1.0,960.0,Lers Botte,,Test,2978,01,F,565,S,Lers,Botte,1309.0,1,,
2979_01,Europa,False,B/93/P,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Sadirux Urablele,False,Train,2979,01,B,93,P,Sadirux,Urablele,0.0,1,,
2980_01,Earth,False,F/566/S,TRAPPIST-1e,18.0,False,0.0,0.0,111.0,451.0,82.0,Gerly Quinnerry,,Test,2980,01,F,566,S,Gerly,Quinnerry,644.0,1,,
2981_01,Earth,True,G/487/P,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Francy Farleyatton,,Test,2981,01,G,487,P,Francy,Farleyatton,0.0,1,,
2982_01,Europa,True,B/111/S,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Tarino Unrespery,True,Train,2982,01,B,111,S,Tarino,Unrespery,0.0,1,,
2983_01,Earth,False,E/183/P,TRAPPIST-1e,13.0,False,0.0,0.0,31.0,0.0,810.0,Mamina Monsoney,True,Train,2983,01,E,183,P,Mamina,Monsoney,841.0,1,,
2984_01,Europa,False,D/97/S,TRAPPIST-1e,37.0,False,0.0,210.0,0.0,4114.0,0.0,Teron Healted,False,Train,2984,01,D,97,S,Teron,Healted,4324.0,1,,
2985_01,Earth,False,F/567/S,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,0.0,13.0,Therek Horners,,Test,2985,01,F,567,S,Therek,Horners,693.0,1,,
2986_01,Mars,False,E/197/S,TRAPPIST-1e,15.0,False,5711.0,0.0,2516.0,0.0,1370.0,Swaffs Dutty,False,Train,2986,01,E,197,S,Swaffs,Dutty,9597.0,1,,
2987_01,Earth,False,E/184/P,55 Cancri e,26.0,False,783.0,40.0,77.0,6.0,0.0,Lerome Heney,,Test,2987,01,E,184,P,Lerome,Heney,906.0,1,,
2988_01,Europa,False,A/36/S,55 Cancri e,33.0,False,396.0,1280.0,7.0,308.0,4941.0,Winon Cousel,False,Train,2988,01,A,36,S,Winon,Cousel,6932.0,1,,
2989_01,Earth,False,F/568/S,TRAPPIST-1e,,False,1.0,395.0,0.0,240.0,12.0,Mathy Brenney,,Test,2989,01,F,568,S,Mathy,Brenney,648.0,1,,
2990_01,Earth,True,G/472/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Gileen Vandez,True,Train,2990,01,G,472,S,Gileen,Vandez,0.0,1,,
2991_01,Mars,False,F/569/S,TRAPPIST-1e,21.0,False,1214.0,0.0,88.0,1296.0,0.0,Burs Bert,,Test,2991,01,F,569,S,Burs,Bert,2598.0,1,,
2992_01,Earth,False,F/570/S,PSO J318.5-22,49.0,False,0.0,,0.0,160.0,528.0,Dont Sterreray,False,Train,2992,01,F,570,S,Dont,Sterreray,,1,,
2993_01,Earth,False,F/571/S,TRAPPIST-1e,24.0,False,1252.0,6.0,,123.0,706.0,Nelly Gordanieves,False,Train,2993,01,F,571,S,Nelly,Gordanieves,,1,,
2994_01,Earth,False,E/198/S,TRAPPIST-1e,24.0,False,173.0,0.0,14.0,0.0,603.0,Carly Scottuez,False,Train,2994,01,E,198,S,Carly,Scottuez,790.0,1,,
2995_01,Europa,True,B/94/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Minus Roforhauge,True,Train,2995,01,B,94,P,Minus,Roforhauge,0.0,2,,
2995_02,Europa,True,B/94/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Marinon Roforhauge,True,Train,2995,02,B,94,P,Marinon,Roforhauge,0.0,2,,
2996_01,Earth,False,F/626/P,55 Cancri e,31.0,False,0.0,611.0,2.0,4.0,22.0,,False,Train,2996,01,F,626,P,,,639.0,1,,
2997_01,Europa,True,B/95/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Taux Semageary,,Test,2997,01,B,95,P,Taux,Semageary,0.0,4,,
2997_02,Europa,False,B/95/P,TRAPPIST-1e,27.0,False,0.0,4.0,549.0,2928.0,354.0,Alinan Spirfuent,,Test,2997,02,B,95,P,Alinan,Spirfuent,3835.0,4,,
2997_03,Europa,False,B/95/P,55 Cancri e,25.0,False,0.0,2037.0,2.0,0.0,2166.0,Askedus Semageary,,Test,2997,03,B,95,P,Askedus,Semageary,4205.0,4,,
2997_04,Europa,True,B/95/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Chard Prombled,,Test,2997,04,B,95,P,Chard,Prombled,0.0,4,,
