PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Set,Transported,Group,GroupNumber,Deck,Number,Side,FirstName,LastName,GroupSize,Bills
1669_03,Mars,False,F/317/S,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,Pokix Perte,Train,False,1669,03,F,317.0,S,Pokix,Perte,3,2362.0
1670_01,Earth,False,G/269/P,TRAPPIST-1e,49.0,False,0.0,67.0,213.0,2.0,1442.0,Aleen Sancasey,Train,False,1670,01,G,269.0,P,Aleen,Sancasey,2,1724.0
1670_02,Earth,True,G/269/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Jordy Sancasey,Train,False,1670,02,G,269.0,P,Jordy,Sancasey,2,0.0
1671_01,Europa,False,B/73/S,55 Cancri e,,False,0.0,859.0,0.0,6704.0,64.0,Muonan Mosteraked,Train,False,1671,01,B,73.0,S,Muonan,Mosteraked,1,7627.0
1672_01,Earth,False,F/318/S,TRAPPIST-1e,29.0,False,7.0,0.0,0.0,797.0,0.0,Elicia Solivers,Train,False,1672,01,F,318.0,S,Elicia,Solivers,1,804.0
1673_01,Earth,False,F/330/P,55 Cancri e,16.0,False,876.0,0.0,5.0,1.0,16.0,Benny Perrerojass,Train,False,1673,01,F,330.0,P,Benny,Perrerojass,1,898.0
1674_01,Earth,True,G/260/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,,Train,False,1674,01,G,260.0,S,,,1,0.0
1675_01,Mars,True,F/319/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Sales Letty,Test,,1675,01,F,319.0,S,Sales,Letty,1,0.0
1676_01,Earth,True,G/270/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Staffersby,Train,False,1676,01,G,270.0,P,Pennie,Staffersby,1,0.0
1677_01,Earth,False,E/103/P,TRAPPIST-1e,19.0,False,5.0,87.0,0.0,0.0,,Warry Robins,Train,False,1677,01,E,103.0,P,Warry,Robins,1,
1678_01,Earth,,F/320/S,TRAPPIST-1e,27.0,False,10.0,4.0,12.0,2.0,1124.0,Cellex Mcbriddley,Test,,1678,01,F,320.0,S,Cellex,Mcbriddley,1,1152.0
1679_01,Earth,True,G/271/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Berna Nasquez,Test,,1679,01,G,271.0,P,Berna,Nasquez,1,0.0
1680_01,Europa,False,C/63/S,,20.0,False,0.0,54.0,3.0,4976.0,2732.0,Shelik Ineded,Test,,1680,01,C,63.0,S,Shelik,Ineded,2,7765.0
1680_02,Europa,True,C/63/S,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,Beneb Ineded,Test,,1680,02,C,63.0,S,Beneb,Ineded,2,0.0
1681_01,Earth,False,G/261/S,TRAPPIST-1e,34.0,False,1.0,89.0,0.0,793.0,0.0,Tonia Englence,Train,False,1681,01,G,261.0,S,Tonia,Englence,1,883.0
1682_01,Mars,True,F/331/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Miten Watte,Train,True,1682,01,F,331.0,P,Miten,Watte,1,0.0
1683_01,Earth,False,E/123/S,TRAPPIST-1e,35.0,False,0.0,216.0,9.0,40.0,721.0,Camina Alest,Test,,1683,01,E,123.0,S,Camina,Alest,1,986.0
1684_01,Mars,False,F/332/P,TRAPPIST-1e,44.0,False,684.0,0.0,605.0,0.0,0.0,Aarjel Vlate,Test,,1684,01,F,332.0,P,Aarjel,Vlate,1,1289.0
1685_01,Earth,False,,55 Cancri e,51.0,False,0.0,260.0,91.0,0.0,264.0,Sanda Dillestron,Train,False,1685,01,,,,Sanda,Dillestron,3,615.0
1685_02,Earth,False,G/272/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Vana Dillestron,Train,False,1685,02,G,272.0,P,Vana,Dillestron,3,0.0
1685_03,Earth,True,G/272/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Camina Dillestron,Train,True,1685,03,G,272.0,P,Camina,Dillestron,3,0.0
1686_01,Earth,False,F/333/P,TRAPPIST-1e,19.0,False,0.0,6.0,1217.0,913.0,3.0,Carlie Nolds,Test,,1686,01,F,333.0,P,Carlie,Nolds,1,2139.0
1687_01,Mars,False,F/334/P,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,Bases Batte,Train,False,1687,01,F,334.0,P,Bases,Batte,1,1416.0
1688_01,Earth,False,E/124/S,TRAPPIST-1e,27.0,False,233.0,554.0,0.0,0.0,0.0,Tyle Webstenson,Train,False,1688,01,E,124.0,S,Tyle,Webstenson,3,787.0
1688_02,Earth,True,,TRAPPIST-1e,7.0,False,,0.0,0.0,0.0,0.0,Claura Webstenson,Train,False,1688,02,,,,Claura,Webstenson,3,0.0
1688_03,Earth,True,G/262/S,TRAPPIST-1e,19.0,False,,0.0,0.0,0.0,0.0,Line Webstenson,Train,True,1688,03,G,262.0,S,Line,Webstenson,3,0.0
1689_01,Europa,True,C/64/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Murzimp Asseple,Test,,1689,01,C,64.0,S,Murzimp,Asseple,3,0.0
1689_02,Europa,False,C/64/S,TRAPPIST-1e,30.0,False,0.0,3085.0,13.0,212.0,297.0,Markton Asseple,Test,,1689,02,C,64.0,S,Markton,Asseple,3,3607.0
1689_03,Europa,False,C/64/S,TRAPPIST-1e,28.0,False,0.0,6285.0,0.0,1301.0,108.0,Batenar Asseple,Test,,1689,03,C,64.0,S,Batenar,Asseple,3,7694.0
1690_01,Earth,False,F/335/P,TRAPPIST-1e,28.0,False,0.0,26.0,88.0,5.0,754.0,Heryle Paulllegory,Train,False,1690,01,F,335.0,P,Heryle,Paulllegory,1,873.0
1691_01,Mars,False,F/321/S,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,Sesh Giba,Train,False,1691,01,F,321.0,S,Sesh,Giba,1,5871.0
1692_01,Earth,True,,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Joyn Roberrenn,Test,,1692,01,,,,Joyn,Roberrenn,1,0.0
1693_01,Earth,False,F/322/S,TRAPPIST-1e,20.0,False,2.0,673.0,,0.0,41.0,Daven Francock,Test,,1693,01,F,322.0,S,Daven,Francock,1,
1694_01,Earth,True,G/263/S,PSO J318.5-22,31.0,False,0.0,,0.0,0.0,0.0,Iria Chavezalez,Train,True,1694,01,G,263.0,S,Iria,Chavezalez,1,0.0
1695_01,Earth,False,G/264/S,TRAPPIST-1e,26.0,False,324.0,0.0,201.0,2.0,256.0,Fredy Moraleney,Train,False,1695,01,G,264.0,S,Fredy,Moraleney,1,783.0
1696_01,Europa,False,B/55/P,TRAPPIST-1e,43.0,False,0.0,760.0,17.0,15331.0,427.0,Alam Iderinelay,Train,False,1696,01,B,55.0,P,Alam,Iderinelay,1,16535.0
1697_01,Earth,False,G/274/P,TRAPPIST-1e,23.0,,0.0,13.0,0.0,773.0,0.0,Hollie Blainson,Train,False,1697,01,G,274.0,P,Hollie,Blainson,1,786.0
1698_01,Mars,True,E/125/S,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,Cakes Make,Train,True,1698,01,E,125.0,S,Cakes,Make,1,0.0
1699_01,Earth,False,F/336/P,55 Cancri e,47.0,False,0.0,574.0,0.0,0.0,68.0,Sall Barkeretton,Train,True,1699,01,F,336.0,P,Sall,Barkeretton,1,642.0
1700_01,Europa,True,B/74/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Zavior Waring,Train,True,1700,01,B,74.0,S,Zavior,Waring,2,0.0
1700_02,Europa,False,B/74/S,TRAPPIST-1e,64.0,False,0.0,4.0,0.0,6200.0,622.0,Solaron Waring,Train,False,1700,02,B,74.0,S,Solaron,Waring,2,6826.0
1701_01,Earth,True,G/275/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Coley Gilleranks,Test,,1701,01,G,275.0,P,Coley,Gilleranks,1,0.0
1702_01,Earth,False,F/323/S,TRAPPIST-1e,14.0,False,0.0,1141.0,0.0,0.0,7.0,Debora Ellahan,Test,,1702,01,F,323.0,S,Debora,Ellahan,1,1148.0
1703_01,Earth,False,F/337/P,TRAPPIST-1e,20.0,False,0.0,671.0,56.0,0.0,0.0,Dian Byerton,Test,,1703,01,F,337.0,P,Dian,Byerton,1,727.0
1704_01,Mars,False,D/60/S,TRAPPIST-1e,13.0,False,1112.0,0.0,687.0,0.0,3.0,Tors Breke,Train,False,1704,01,D,60.0,S,Tors,Breke,2,1802.0
1704_02,Mars,False,D/60/S,55 Cancri e,18.0,False,86.0,1164.0,516.0,0.0,0.0,Allota Fincy,Train,True,1704,02,D,60.0,S,Allota,Fincy,2,1766.0
1705_01,Mars,False,E/126/S,TRAPPIST-1e,29.0,True,0.0,0.0,0.0,0.0,0.0,Barave Chake,Train,False,1705,01,E,126.0,S,Barave,Chake,1,0.0
1706_01,Earth,False,F/324/S,TRAPPIST-1e,45.0,False,0.0,92.0,202.0,271.0,362.0,Ward Shieldson,Test,,1706,01,F,324.0,S,Ward,Shieldson,1,927.0
1707_01,Earth,False,F/325/S,55 Cancri e,19.0,False,0.0,0.0,0.0,394.0,327.0,Isa Trerady,Test,,1707,01,F,325.0,S,Isa,Trerady,1,721.0
1708_01,Earth,False,F/338/P,PSO J318.5-22,70.0,False,0.0,3.0,1.0,2.0,1290.0,Lavey Hopez,Train,False,1708,01,F,338.0,P,Lavey,Hopez,1,1296.0
1709_01,Mars,False,F/326/S,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,Jurbet Minen,Train,False,1709,01,F,326.0,S,Jurbet,Minen,7,1325.0
1709_02,Mars,False,D/61/S,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,Bet Minen,Train,True,1709,02,D,61.0,S,Bet,Minen,7,2299.0
1709_03,Mars,False,,TRAPPIST-1e,35.0,False,1313.0,0.0,24.0,0.0,1.0,Bleark Minen,Train,False,1709,03,,,,Bleark,Minen,7,1338.0
1709_04,Mars,False,E/127/S,TRAPPIST-1e,17.0,False,1744.0,0.0,136.0,8.0,8.0,Donut Minen,Train,False,1709,04,E,127.0,S,Donut,Minen,7,1896.0
1709_05,Mars,True,F/326/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Fams Minen,Train,True,1709,05,F,326.0,S,Fams,Minen,7,0.0
1709_06,Mars,False,D/61/S,TRAPPIST-1e,15.0,False,1554.0,0.0,646.0,20.0,1241.0,Tyog Minen,Train,False,1709,06,D,61.0,S,Tyog,Minen,7,3461.0
1709_07,Mars,False,F/326/S,TRAPPIST-1e,19.0,False,285.0,54.0,1246.0,102.0,0.0,Cocowl Minen,Train,False,1709,07,F,326.0,S,Cocowl,Minen,7,1687.0
1710_01,Earth,True,G/276/P,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Mcgowaymond,Train,True,1710,01,G,276.0,P,Andrey,Mcgowaymond,1,0.0
1711_01,Earth,,F/327/S,TRAPPIST-1e,51.0,False,437.0,244.0,908.0,825.0,0.0,,Train,False,1711,01,F,327.0,S,,,1,2414.0
1712_01,Mars,,F/339/P,TRAPPIST-1e,17.0,False,139.0,0.0,959.0,21.0,0.0,,Train,False,1712,01,F,339.0,P,,,2,1119.0
1712_02,Mars,False,F/339/P,TRAPPIST-1e,27.0,False,103.0,1.0,49.0,2421.0,24.0,Cinets Pamca,Train,False,1712,02,F,339.0,P,Cinets,Pamca,2,2598.0
1713_01,Earth,False,G/277/P,TRAPPIST-1e,43.0,False,84.0,726.0,2.0,0.0,0.0,Calvia Dyers,Train,False,1713,01,G,277.0,P,Calvia,Dyers,1,812.0
1714_01,Earth,False,G/265/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Lorian Parsoney,Train,False,1714,01,G,265.0,S,Lorian,Parsoney,1,0.0
1715_01,Earth,True,G/266/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Camily Mirandry,Train,False,1715,01,G,266.0,S,Camily,Mirandry,1,0.0
1716_01,Mars,False,,TRAPPIST-1e,42.0,False,247.0,0.0,27.0,707.0,32.0,Repart Spane,Test,,1716,01,,,,Repart,Spane,1,1013.0
1717_01,Earth,False,E/105/P,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,Alicey Franankson,Train,True,1717,01,E,105.0,P,Alicey,Franankson,2,1522.0
1717_02,Earth,False,E/105/P,TRAPPIST-1e,38.0,False,4.0,0.0,0.0,0.0,1679.0,Yola Fielsenders,Train,False,1717,02,E,105.0,P,Yola,Fielsenders,2,1683.0
1718_01,Earth,True,,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Elindy Reyervaney,Train,True,1718,01,,,,Elindy,Reyervaney,1,0.0
1719_01,Earth,True,G/278/P,TRAPPIST-1e,13.0,False,0.0,0.0,,0.0,0.0,Kerryn Savaraldez,Train,False,1719,01,G,278.0,P,Kerryn,Savaraldez,1,0.0
1720_01,Earth,False,F/340/P,TRAPPIST-1e,23.0,False,690.0,4.0,10.0,0.0,0.0,Daisya Bushins,Test,,1720,01,F,340.0,P,Daisya,Bushins,1,704.0
1721_01,Earth,False,F/341/P,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,Frandy Alest,Train,False,1721,01,F,341.0,P,Frandy,Alest,1,1001.0
1722_01,Earth,False,G/279/P,TRAPPIST-1e,43.0,False,0.0,22.0,0.0,6.0,879.0,Delley Joynewtonks,Test,,1722,01,G,279.0,P,Delley,Joynewtonks,1,907.0
1723_01,Earth,False,E/128/S,TRAPPIST-1e,15.0,,852.0,0.0,0.0,135.0,0.0,Ivaney Holcompson,Train,False,1723,01,E,128.0,S,Ivaney,Holcompson,1,987.0
1724_01,Europa,False,A/21/S,55 Cancri e,59.0,False,8.0,1563.0,0.0,73.0,31.0,Hekark Diateous,Train,True,1724,01,A,21.0,S,Hekark,Diateous,1,1675.0
1725_01,Earth,False,F/328/S,TRAPPIST-1e,24.0,False,0.0,201.0,0.0,0.0,603.0,Breney Wheelez,Train,False,1725,01,F,328.0,S,Breney,Wheelez,1,804.0
1726_01,Mars,False,F/329/S,TRAPPIST-1e,20.0,False,532.0,0.0,747.0,10.0,0.0,Badont Chnie,Test,,1726,01,F,329.0,S,Badont,Chnie,3,1289.0
1726_02,Mars,True,F/329/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Siese Chnie,Test,,1726,02,F,329.0,S,Siese,Chnie,3,0.0
1726_03,Mars,False,F/329/S,TRAPPIST-1e,20.0,False,477.0,812.0,0.0,0.0,0.0,Spon Chnie,Test,,1726,03,F,329.0,S,Spon,Chnie,3,1289.0
1727_01,Mars,True,F/342/P,,,False,0.0,0.0,0.0,0.0,0.0,Gibil Barte,Train,True,1727,01,F,342.0,P,Gibil,Barte,2,0.0
1727_02,Mars,False,D/54/P,55 Cancri e,52.0,False,1279.0,0.0,1061.0,359.0,0.0,Emoles Barte,Train,False,1727,02,D,54.0,P,Emoles,Barte,2,2699.0
1728_01,Earth,False,G/280/P,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,Elle Bakerson,Train,False,1728,01,G,280.0,P,Elle,Bakerson,1,883.0
1729_01,Earth,False,F/343/P,TRAPPIST-1e,26.0,False,21.0,0.0,499.0,568.0,0.0,Billya Merce,Train,True,1729,01,F,343.0,P,Billya,Merce,1,1088.0
1730_01,Earth,False,E/106/P,55 Cancri e,17.0,False,68.0,0.0,0.0,0.0,795.0,Elson Curton,Train,True,1730,01,E,106.0,P,Elson,Curton,1,863.0
1731_01,Earth,True,G/281/P,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Alfrey Santry,Train,True,1731,01,G,281.0,P,Alfrey,Santry,2,0.0
1731_02,Earth,False,G/281/P,55 Cancri e,20.0,False,1.0,808.0,0.0,0.0,0.0,Lestie Santry,Train,True,1731,02,G,281.0,P,Lestie,Santry,2,809.0
1732_01,Earth,True,G/282/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Sanney Gaineyerson,Test,,1732,01,G,282.0,P,Sanney,Gaineyerson,1,0.0
1733_01,Earth,False,F/344/P,TRAPPIST-1e,15.0,False,1336.0,108.0,0.0,0.0,0.0,Stevey Chanan,Train,False,1733,01,F,344.0,P,Stevey,Chanan,1,1444.0
1734_01,Earth,True,G/283/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Guadae Patrichane,Train,True,1734,01,G,283.0,P,Guadae,Patrichane,1,0.0
1735_01,Earth,False,F/330/S,TRAPPIST-1e,17.0,False,1296.0,613.0,23.0,72.0,0.0,Francy Philliames,Test,,1735,01,F,330.0,S,Francy,Philliames,1,2004.0
1736_01,Earth,True,G/284/P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Therry Blancoy,Train,False,1736,01,G,284.0,P,Therry,Blancoy,1,0.0
1737_01,Earth,False,G/285/P,TRAPPIST-1e,32.0,False,115.0,0.0,0.0,386.0,308.0,Tyle Burchanez,Test,,1737,01,G,285.0,P,Tyle,Burchanez,1,809.0
1738_01,Earth,False,E/129/S,TRAPPIST-1e,18.0,False,0.0,0.0,19.0,467.0,,Rosey Sawyerson,Train,False,1738,01,E,129.0,S,Rosey,Sawyerson,2,
1738_02,Earth,True,G/268/S,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Wenny Sawyerson,Train,True,1738,02,G,268.0,S,Wenny,Sawyerson,2,0.0
1739_01,Earth,True,G/269/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Wine Jarvey,Train,True,1739,01,G,269.0,S,Wine,Jarvey,1,0.0
1740_01,Earth,False,G/270/S,TRAPPIST-1e,22.0,False,762.0,13.0,10.0,0.0,0.0,Eillis Torrez,Train,False,1740,01,G,270.0,S,Eillis,Torrez,1,785.0
1741_01,Earth,False,G/286/P,TRAPPIST-1e,24.0,False,0.0,69.0,709.0,0.0,31.0,Vick Langatein,Test,,1741,01,G,286.0,P,Vick,Langatein,3,809.0
1741_02,Earth,True,G/286/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Pennie Langatein,Test,,1741,02,G,286.0,P,Pennie,Langatein,3,0.0
1741_03,Earth,False,G/286/P,,4.0,False,0.0,0.0,0.0,0.0,0.0,Mabela Langatein,Test,,1741,03,G,286.0,P,Mabela,Langatein,3,0.0
1742_01,Mars,False,D/55/P,PSO J318.5-22,34.0,True,49.0,478.0,387.0,0.0,0.0,Anack Trad,Train,False,1742,01,D,55.0,P,Anack,Trad,1,914.0
1743_01,Earth,False,F/345/P,PSO J318.5-22,36.0,False,0.0,0.0,148.0,1220.0,2.0,Jerek Mirez,Test,,1743,01,F,345.0,P,Jerek,Mirez,1,1370.0
1744_01,Mars,False,D/62/S,TRAPPIST-1e,27.0,False,157.0,0.0,2345.0,822.0,0.0,Lifes Nane,Test,,1744,01,D,62.0,S,Lifes,Nane,1,3324.0
1745_01,Europa,False,E/130/S,TRAPPIST-1e,28.0,False,0.0,1310.0,0.0,221.0,6064.0,,Train,False,1745,01,E,130.0,S,,,1,7595.0
1746_01,Mars,True,F/331/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Clers Bache,Train,True,1746,01,F,331.0,S,Clers,Bache,1,0.0
1747_01,Earth,False,G/271/S,55 Cancri e,19.0,False,0.0,0.0,496.0,13.0,0.0,Line Santantines,Train,True,1747,01,G,271.0,S,Line,Santantines,1,509.0
1748_01,Earth,False,G/287/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,2.0,807.0,Jeresa Burchrison,Train,False,1748,01,G,287.0,P,Jeresa,Burchrison,3,809.0
1748_02,Earth,False,G/287/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Erice Burchrison,Train,False,1748,02,G,287.0,P,Erice,Burchrison,3,0.0
1748_03,Earth,False,G/287/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Keithy Burchrison,Train,True,1748,03,G,287.0,P,Keithy,Burchrison,3,0.0
1749_01,Earth,True,G/288/P,PSO J318.5-22,59.0,False,0.0,0.0,0.0,0.0,0.0,Monald Coley,Train,False,1749,01,G,288.0,P,Monald,Coley,1,0.0
1750_01,Earth,True,G/289/P,,46.0,False,0.0,0.0,0.0,0.0,0.0,Heald Howenters,Test,,1750,01,G,289.0,P,Heald,Howenters,1,0.0
1751_01,Mars,True,F/332/S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Mits Chate,Test,,1751,01,F,332.0,S,Mits,Chate,2,0.0
1751_02,Mars,False,F/332/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Weer Chate,Test,,1751,02,F,332.0,S,Weer,Chate,2,0.0
1752_01,Earth,False,F/333/S,55 Cancri e,15.0,False,1006.0,1.0,0.0,0.0,308.0,Dell Chavezalez,Train,True,1752,01,F,333.0,S,Dell,Chavezalez,1,1315.0
1753_01,Earth,True,G/272/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Amela Moodson,Train,True,1753,01,G,272.0,S,Amela,Moodson,1,0.0
1754_01,Earth,False,F/346/P,55 Cancri e,21.0,False,41.0,592.0,0.0,0.0,5.0,Donnie Savaraldez,Test,,1754,01,F,346.0,P,Donnie,Savaraldez,1,638.0
1755_01,Earth,True,G/273/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Leneva Mulley,Train,False,1755,01,G,273.0,S,Leneva,Mulley,1,0.0
1756_01,Earth,False,E/131/S,TRAPPIST-1e,42.0,False,101.0,137.0,574.0,0.0,183.0,,Test,,1756,01,E,131.0,S,,,1,995.0
1757_01,Earth,False,F/334/S,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,Juline Bradamss,Train,False,1757,01,F,334.0,S,Juline,Bradamss,1,900.0
1758_01,Earth,False,G/274/S,TRAPPIST-1e,55.0,False,587.0,0.0,0.0,318.0,3.0,Maril Fielsenders,Train,False,1758,01,G,274.0,S,Maril,Fielsenders,1,908.0
1759_01,Mars,True,F/335/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Toal Ches,Test,,1759,01,F,335.0,S,Toal,Ches,1,0.0
1760_01,Earth,False,F/336/S,TRAPPIST-1e,50.0,False,742.0,21.0,10.0,26.0,4.0,Elicey Cardsay,Train,False,1760,01,F,336.0,S,Elicey,Cardsay,1,803.0
1761_01,Earth,False,F/347/P,55 Cancri e,23.0,False,145.0,490.0,17.0,49.0,1.0,Ine Sweekstarks,Train,False,1761,01,F,347.0,P,Ine,Sweekstarks,1,702.0
1762_01,Earth,False,E/132/S,PSO J318.5-22,21.0,False,2400.0,7.0,0.0,20.0,0.0,Sylvin Casez,Train,True,1762,01,E,132.0,S,Sylvin,Casez,2,2427.0
1762_02,Earth,False,G/275/S,,15.0,False,104.0,,0.0,174.0,253.0,Thery Casez,Train,False,1762,02,G,275.0,S,Thery,Casez,2,
1763_01,Europa,False,E/133/S,TRAPPIST-1e,41.0,False,0.0,3240.0,0.0,59.0,0.0,Diskeon Stering,Train,True,1763,01,E,133.0,S,Diskeon,Stering,1,3299.0
1764_01,Mars,True,F/337/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,Gies Laai,Train,True,1764,01,F,337.0,S,Gies,Laai,2,0.0
1764_02,Mars,False,E/134/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cin Laai,Train,False,1764,02,E,134.0,S,Cin,Laai,2,0.0
1765_01,Earth,True,G/290/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Joelan Bookson,Test,,1765,01,G,290.0,P,Joelan,Bookson,1,0.0
1766_01,Earth,False,F/338/S,55 Cancri e,21.0,False,112.0,0.0,0.0,0.0,1333.0,Ronne Adavisons,Train,False,1766,01,F,338.0,S,Ronne,Adavisons,1,1445.0
1767_01,Europa,True,C/65/S,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Hekaron Gleroling,Train,True,1767,01,C,65.0,S,Hekaron,Gleroling,4,0.0
1767_02,Europa,False,C/65/S,TRAPPIST-1e,50.0,False,3677.0,782.0,0.0,6.0,1168.0,Decruxa Stewder,Train,True,1767,02,C,65.0,S,Decruxa,Stewder,4,5633.0
1767_03,Europa,False,C/65/S,TRAPPIST-1e,32.0,False,2973.0,3368.0,124.0,57.0,42.0,Coxatik Gleroling,Train,True,1767,03,C,65.0,S,Coxatik,Gleroling,4,6564.0
1767_04,Europa,True,C/65/S,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Coxah Gleroling,Train,True,1767,04,C,65.0,S,Coxah,Gleroling,4,0.0
1768_01,Earth,False,G/276/S,TRAPPIST-1e,,False,0.0,24.0,0.0,732.0,0.0,Artis Beckeey,Train,False,1768,01,G,276.0,S,Artis,Beckeey,1,756.0
1769_01,Mars,True,F/339/S,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Choney Sinda,Train,True,1769,01,F,339.0,S,Choney,Sinda,1,0.0
1770_01,Europa,True,B/75/S,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Tauxon Wincer,Train,True,1770,01,B,75.0,S,Tauxon,Wincer,1,0.0
1771_01,Earth,False,G/291/P,TRAPPIST-1e,35.0,False,0.0,338.0,436.0,,0.0,Antone Cardner,Train,True,1771,01,G,291.0,P,Antone,Cardner,1,
1772_01,Mars,False,F/348/P,TRAPPIST-1e,30.0,False,1220.0,0.0,49.0,39.0,0.0,Cheats Butty,Train,False,1772,01,F,348.0,P,Cheats,Butty,1,1308.0
1773_01,Earth,False,F/340/S,55 Cancri e,36.0,False,2.0,0.0,,606.0,140.0,Jaimez Paynard,Test,,1773,01,F,340.0,S,Jaimez,Paynard,1,
1774_01,Mars,True,E/135/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Anakes Canie,Train,True,1774,01,E,135.0,S,Anakes,Canie,1,0.0
1775_01,Earth,False,G/277/S,TRAPPIST-1e,43.0,False,0.0,0.0,870.0,0.0,14.0,Murie Mejiaddox,Train,True,1775,01,G,277.0,S,Murie,Mejiaddox,1,884.0
1776_01,Earth,False,G/278/S,TRAPPIST-1e,21.0,False,0.0,0.0,809.0,0.0,0.0,Lynnon Wolffy,Train,False,1776,01,G,278.0,S,Lynnon,Wolffy,1,809.0
1777_01,Europa,False,B/56/P,55 Cancri e,28.0,False,0.0,75.0,0.0,4764.0,11.0,Misadr Vertfull,Test,,1777,01,B,56.0,P,Misadr,Vertfull,2,4850.0
1777_02,Europa,True,B/56/P,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Wimpha Vertfull,Test,,1777,02,B,56.0,P,Wimpha,Vertfull,2,0.0
1778_01,Earth,True,G/279/S,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Stanya Adkinson,Train,False,1778,01,G,279.0,S,Stanya,Adkinson,1,0.0
1779_01,Earth,False,F/349/P,55 Cancri e,37.0,False,164.0,603.0,0.0,0.0,11.0,Evan Hermanapp,Train,True,1779,01,F,349.0,P,Evan,Hermanapp,1,778.0
1780_01,Earth,False,F/350/P,TRAPPIST-1e,22.0,False,9.0,8.0,796.0,5.0,181.0,Hillie Cames,Test,,1780,01,F,350.0,P,Hillie,Cames,1,999.0
