PassengerId,HomePlanet,Cabin,Destination,Group,GroupNumber,Deck,Number,Side,Set,LastName,GroupSize
0917_01,Mars,E/65/S,,0917,01,E,65.0,S,Test,Apeau,1
0918_01,Earth,E/66/S,TRAPPIST-1e,0918,01,E,66.0,S,Train,Fuenterson,1
0919_01,Earth,F/190/P,PSO J318.5-22,0919,01,F,190.0,P,Train,Kimons,1
0920_01,Europa,C/34/P,TRAPPIST-1e,0920,01,C,34.0,P,Test,Pressive,1
0921_01,Earth,G/139/S,PSO J318.5-22,0921,01,G,139.0,S,Train,Vinston,1
0922_01,Europa,B/35/P,55 Cancri e,0922,01,B,35.0,P,Train,Obedaming,2
0922_02,Europa,B/35/P,55 Cancri e,0922,02,B,35.0,P,Train,Obedaming,2
0923_01,Europa,C/38/S,55 Cancri e,0923,01,C,38.0,S,Train,Stiviorad,2
0923_02,Europa,B/38/S,TRAPPIST-1e,0923,02,B,38.0,S,Train,Stiviorad,2
0924_01,Earth,E/67/S,TRAPPIST-1e,0924,01,E,67.0,S,Train,Chaellerty,1
0925_01,Mars,F/191/P,TRAPPIST-1e,0925,01,F,191.0,P,Train,Kraie,3
0925_02,Mars,F/191/P,TRAPPIST-1e,0925,02,F,191.0,P,Train,Kraie,3
0925_03,Mars,F/191/P,TRAPPIST-1e,0925,03,F,191.0,P,Train,Kraie,3
0926_01,Europa,B/39/S,55 Cancri e,0926,01,B,39.0,S,Train,Asticit,2
0926_02,Europa,B/39/S,TRAPPIST-1e,0926,02,B,39.0,S,Train,Asticit,2
0927_01,Earth,G/140/S,TRAPPIST-1e,0927,01,G,140.0,S,Train,Avisnydes,1
0928_01,Earth,G/133/P,PSO J318.5-22,0928,01,G,133.0,P,Train,Ryanglasey,1
0929_01,Earth,G/141/S,TRAPPIST-1e,0929,01,G,141.0,S,Test,Scheron,1
0930_01,Earth,F/192/P,TRAPPIST-1e,0930,01,F,192.0,P,Train,Sweett,2
0930_02,Earth,G/134/P,TRAPPIST-1e,0930,02,G,134.0,P,Train,Sweett,2
0931_01,Earth,F/193/P,TRAPPIST-1e,0931,01,F,193.0,P,Train,Flynnis,1
0932_01,Mars,,TRAPPIST-1e,0932,01,,,,Train,Pette,1
0933_01,Europa,C/35/P,TRAPPIST-1e,0933,01,C,35.0,P,Train,,2
0933_02,Europa,C/35/P,TRAPPIST-1e,0933,02,C,35.0,P,Train,Fawnsive,2
0934_01,Earth,G/142/S,55 Cancri e,0934,01,G,142.0,S,Test,Lunapperts,1
0935_01,Earth,F/194/P,TRAPPIST-1e,0935,01,F,194.0,P,Train,Rocknight,1
0936_01,Earth,F/171/S,TRAPPIST-1e,0936,01,F,171.0,S,Test,Currisones,1
0937_01,Mars,E/52/P,TRAPPIST-1e,0937,01,E,52.0,P,Test,Quith,1
0938_01,Earth,F/172/S,TRAPPIST-1e,0938,01,F,172.0,S,Train,Solinez,3
0938_02,Earth,E/68/S,TRAPPIST-1e,0938,02,E,68.0,S,Train,Solinez,3
0938_03,Earth,G/143/S,TRAPPIST-1e,0938,03,G,143.0,S,Train,Solinez,3
0939_01,Earth,G/135/P,,0939,01,G,135.0,P,Train,Peter,1
0940_01,Earth,G/136/P,TRAPPIST-1e,0940,01,G,136.0,P,Train,Byerton,1
0941_01,Earth,F/195/P,TRAPPIST-1e,0941,01,F,195.0,P,Train,Steeletters,1
0942_01,Mars,F/196/P,TRAPPIST-1e,0942,01,F,196.0,P,Train,Vloaf,1
0943_01,Mars,F/197/P,TRAPPIST-1e,0943,01,F,197.0,P,Test,Banie,3
0943_02,Mars,F/197/P,TRAPPIST-1e,0943,02,F,197.0,P,Test,Banie,3
0943_03,Mars,F/197/P,55 Cancri e,0943,03,F,197.0,P,Test,Banie,3
0944_01,Earth,G/137/P,TRAPPIST-1e,0944,01,G,137.0,P,Train,Weaverays,2
0944_02,Earth,G/137/P,55 Cancri e,0944,02,G,137.0,P,Train,Weaverays,2
0945_01,Mars,E/69/S,55 Cancri e,0945,01,E,69.0,S,Test,Berle,2
0945_02,Mars,F/173/S,TRAPPIST-1e,0945,02,F,173.0,S,Test,Berle,2
0946_01,Earth,F/198/P,TRAPPIST-1e,0946,01,F,198.0,P,Train,Emenez,1
0947_01,Earth,G/138/P,55 Cancri e,0947,01,G,138.0,P,Train,Frandriquez,1
0948_01,Earth,G/139/P,TRAPPIST-1e,0948,01,G,139.0,P,Test,,1
0949_01,Earth,G/140/P,55 Cancri e,0949,01,G,140.0,P,Train,Johnsby,1
0950_01,Mars,F/174/S,TRAPPIST-1e,0950,01,F,174.0,S,Test,Queke,1
0951_01,Earth,G/144/S,PSO J318.5-22,0951,01,G,144.0,S,Train,Lunapperts,1
0952_01,Mars,F/175/S,TRAPPIST-1e,0952,01,F,175.0,S,Train,Colle,1
0953_01,Earth,F/199/P,PSO J318.5-22,0953,01,F,199.0,P,Train,Potters,1
0954_01,Earth,F/200/P,PSO J318.5-22,0954,01,F,200.0,P,Test,Paynard,1
0955_01,Earth,G/145/S,55 Cancri e,0955,01,G,145.0,S,Train,Smalloney,1
0956_01,Earth,E/70/S,TRAPPIST-1e,0956,01,E,70.0,S,Train,Bartez,1
0957_01,Mars,F/201/P,TRAPPIST-1e,0957,01,F,201.0,P,Train,Hapie,1
0958_01,Earth,F/176/S,TRAPPIST-1e,0958,01,F,176.0,S,Test,Wiggson,1
0959_01,Earth,E/71/S,PSO J318.5-22,0959,01,E,71.0,S,Test,Franankson,1
0960_01,Earth,E/72/S,TRAPPIST-1e,0960,01,E,72.0,S,Train,Youngrayes,1
0961_01,Earth,G/141/P,55 Cancri e,0961,01,G,141.0,P,Train,Lewinez,1
0962_01,Earth,F/177/S,TRAPPIST-1e,0962,01,F,177.0,S,Test,Meltonway,1
0963_01,Europa,D/34/S,TRAPPIST-1e,0963,01,D,34.0,S,Test,Syncepul,1
0964_01,Europa,B/36/P,TRAPPIST-1e,0964,01,B,36.0,P,Train,Platch,2
0964_02,Europa,B/36/P,TRAPPIST-1e,0964,02,B,36.0,P,Train,Platch,2
0965_01,Mars,F/178/S,TRAPPIST-1e,0965,01,F,178.0,S,Train,Depie,1
0966_01,Earth,F/179/S,TRAPPIST-1e,0966,01,F,179.0,S,Train,Fulloydez,1
0967_01,Earth,F/180/S,TRAPPIST-1e,0967,01,F,180.0,S,Test,Fryan,1
0968_01,Earth,E/53/P,TRAPPIST-1e,0968,01,E,53.0,P,Train,Figuez,1
0969_01,Mars,F/202/P,TRAPPIST-1e,0969,01,F,202.0,P,Train,Emone,1
0970_01,Earth,G/142/P,TRAPPIST-1e,0970,01,G,142.0,P,Train,Blace,1
0971_01,Earth,G/143/P,TRAPPIST-1e,0971,01,G,143.0,P,Train,,1
0972_01,Earth,E/54/P,TRAPPIST-1e,0972,01,E,54.0,P,Train,Humphreyes,1
0973_01,Earth,G/144/P,TRAPPIST-1e,0973,01,G,144.0,P,Test,Mayods,1
0974_01,Earth,E/55/P,TRAPPIST-1e,0974,01,E,55.0,P,Test,Jarvey,1
0975_01,Earth,E/56/P,55 Cancri e,0975,01,E,56.0,P,Train,Hoppernardy,1
0976_01,Earth,G/146/S,TRAPPIST-1e,0976,01,G,146.0,S,Train,Sweeton,1
0977_01,Earth,G/147/S,PSO J318.5-22,0977,01,G,147.0,S,Test,Alest,1
0978_01,Earth,F/203/P,TRAPPIST-1e,0978,01,F,203.0,P,Train,Coxterez,1
0979_01,Europa,B/40/S,,0979,01,B,40.0,S,Train,Fushausive,1
0980_01,Earth,F/181/S,TRAPPIST-1e,0980,01,F,181.0,S,Test,Mallerez,1
0981_01,Earth,G/148/S,TRAPPIST-1e,0981,01,G,148.0,S,Test,Parsoney,2
0981_02,Earth,G/148/S,TRAPPIST-1e,0981,02,G,148.0,S,Test,Parsoney,2
0982_01,Earth,G/145/P,PSO J318.5-22,0982,01,G,145.0,P,Train,Hewson,2
0982_02,Earth,G/145/P,TRAPPIST-1e,0982,02,G,145.0,P,Train,Hewson,2
0983_01,Earth,G/149/S,55 Cancri e,0983,01,G,149.0,S,Train,Wiggs,1
0984_01,Earth,G/150/S,TRAPPIST-1e,0984,01,G,150.0,S,Train,Woodwin,8
0984_02,Earth,F/182/S,TRAPPIST-1e,0984,02,F,182.0,S,Train,,8
0984_03,Earth,G/150/S,TRAPPIST-1e,0984,03,G,150.0,S,Train,Sweekstarks,8
0984_04,Earth,G/150/S,TRAPPIST-1e,0984,04,G,150.0,S,Train,Sweekstarks,8
0984_05,Earth,F/182/S,55 Cancri e,0984,05,F,182.0,S,Train,Sweekstarks,8
0984_06,Earth,G/150/S,TRAPPIST-1e,0984,06,G,150.0,S,Train,Sweekstarks,8
0984_07,Earth,G/150/S,PSO J318.5-22,0984,07,G,150.0,S,Train,Flemaney,8
0984_08,Earth,G/150/S,TRAPPIST-1e,0984,08,G,150.0,S,Train,Flemaney,8
0985_01,Earth,E/57/P,55 Cancri e,0985,01,E,57.0,P,Train,Reyerson,1
0986_01,Europa,B/37/P,TRAPPIST-1e,0986,01,B,37.0,P,Test,Batonsufft,2
0986_02,Europa,B/37/P,55 Cancri e,0986,02,B,37.0,P,Test,Batonsufft,2
0987_01,Earth,F/204/P,TRAPPIST-1e,0987,01,F,204.0,P,Train,Norrison,1
0988_01,Earth,G/151/S,TRAPPIST-1e,0988,01,G,151.0,S,Train,Bartez,2
0988_02,Earth,E/73/S,TRAPPIST-1e,0988,02,E,73.0,S,Train,Bartez,2
0989_01,Earth,G/146/P,TRAPPIST-1e,0989,01,G,146.0,P,Train,Moranthons,1
0990_01,Earth,F/183/S,PSO J318.5-22,0990,01,F,183.0,S,Train,Cochrisons,1
0991_01,Earth,G/152/S,TRAPPIST-1e,0991,01,G,152.0,S,Train,Acobsond,1
0992_01,Europa,D/35/S,TRAPPIST-1e,0992,01,D,35.0,S,Train,Kiling,6
0992_02,Europa,D/35/S,TRAPPIST-1e,0992,02,D,35.0,S,Train,Kiling,6
0992_03,Europa,D/35/S,55 Cancri e,0992,03,D,35.0,S,Train,Herpumble,6
0992_04,Europa,,55 Cancri e,0992,04,,,,Train,Herpumble,6
0992_05,Europa,D/35/S,55 Cancri e,0992,05,D,35.0,S,Train,Kiling,6
0992_06,Europa,D/35/S,55 Cancri e,0992,06,D,35.0,S,Train,Kiling,6
0993_01,Earth,F/184/S,55 Cancri e,0993,01,F,184.0,S,Train,Miltongson,1
0994_01,Earth,G/153/S,TRAPPIST-1e,0994,01,G,153.0,S,Train,Wartyson,2
0994_02,Earth,F/185/S,TRAPPIST-1e,0994,02,F,185.0,S,Train,Wartyson,2
0995_01,Europa,C/36/P,55 Cancri e,0995,01,C,36.0,P,Train,Barmant,1
0996_01,Earth,F/205/P,PSO J318.5-22,0996,01,F,205.0,P,Test,Francock,1
0997_01,Mars,F/186/S,TRAPPIST-1e,0997,01,F,186.0,S,Train,Shpie,1
0998_01,Europa,C/37/P,TRAPPIST-1e,0998,01,C,37.0,P,Train,Suptibler,1
0999_01,Earth,G/147/P,PSO J318.5-22,0999,01,G,147.0,P,Test,Gambs,2
0999_02,Earth,G/147/P,TRAPPIST-1e,0999,02,G,147.0,P,Test,Gambs,2
1000_01,Mars,D/39/P,,1000,01,D,39.0,P,Train,Harte,1
1001_01,Earth,G/154/S,TRAPPIST-1e,1001,01,G,154.0,S,Train,Llonovancis,1
1002_01,Mars,F/187/S,55 Cancri e,1002,01,F,187.0,S,Train,Leste,3
1002_02,Mars,F/187/S,TRAPPIST-1e,1002,02,F,187.0,S,Train,Leste,3
1002_03,Mars,F/187/S,TRAPPIST-1e,1002,03,F,187.0,S,Train,Leste,3
1003_01,Earth,G/155/S,TRAPPIST-1e,1003,01,G,155.0,S,Test,Fuentryoung,1
1004_01,Europa,A/11/S,55 Cancri e,1004,01,A,11.0,S,Train,Wassird,1
1005_01,Earth,G/156/S,TRAPPIST-1e,1005,01,G,156.0,S,Train,Juartis,1
1006_01,Earth,E/74/S,TRAPPIST-1e,1006,01,E,74.0,S,Train,Summington,3
1006_02,Earth,E/74/S,TRAPPIST-1e,1006,02,E,74.0,S,Train,Summington,3
1006_03,Earth,,TRAPPIST-1e,1006,03,,,,Train,Summington,3
1007_01,Earth,G/157/S,TRAPPIST-1e,1007,01,G,157.0,S,Test,Fishopper,1
1008_01,Europa,C/39/S,55 Cancri e,1008,01,C,39.0,S,Train,Spistory,2
1008_02,Europa,C/39/S,TRAPPIST-1e,1008,02,C,39.0,S,Train,Spistory,2
1009_01,Mars,F/206/P,TRAPPIST-1e,1009,01,F,206.0,P,Test,Chen,1
1010_01,Mars,F/188/S,TRAPPIST-1e,1010,01,F,188.0,S,Test,One,1
1011_01,Earth,,TRAPPIST-1e,1011,01,,,,Train,Prinson,2
1011_02,Earth,G/148/P,TRAPPIST-1e,1011,02,G,148.0,P,Train,Prinson,2
1012_01,Earth,G/149/P,TRAPPIST-1e,1012,01,G,149.0,P,Train,Hubbarton,1
1013_01,Earth,G/158/S,TRAPPIST-1e,1013,01,G,158.0,S,Train,Farleyatton,1
1014_01,Mars,F/207/P,TRAPPIST-1e,1014,01,F,207.0,P,Train,Frasp,1
1015_01,Earth,F/189/S,TRAPPIST-1e,1015,01,F,189.0,S,Train,Antoshipson,1
1016_01,Europa,A/12/S,55 Cancri e,1016,01,A,12.0,S,Test,Presectle,1
1017_01,Earth,F/190/S,TRAPPIST-1e,1017,01,F,190.0,S,Train,Blanglison,1
1018_01,Earth,G/150/P,TRAPPIST-1e,1018,01,G,150.0,P,Train,Webstephrey,1
1019_01,Earth,F/191/S,,1019,01,F,191.0,S,Train,Wilderssen,1
1020_01,Mars,F/208/P,TRAPPIST-1e,1020,01,F,208.0,P,Train,Wala,1
1021_01,Earth,F/192/S,TRAPPIST-1e,1021,01,F,192.0,S,Test,Ments,1
1022_01,Earth,,TRAPPIST-1e,1022,01,,,,Train,Blanglison,1
1023_01,Mars,F/193/S,TRAPPIST-1e,1023,01,F,193.0,S,Test,Vlake,1
1024_01,Earth,F/209/P,55 Cancri e,1024,01,F,209.0,P,Train,Chavezalez,4
1024_02,Earth,G/152/P,TRAPPIST-1e,1024,02,G,152.0,P,Train,Nichaner,4
1024_03,Earth,G/152/P,55 Cancri e,1024,03,G,152.0,P,Train,Chavezalez,4
1024_04,Earth,G/152/P,55 Cancri e,1024,04,G,152.0,P,Train,Chavezalez,4
1025_01,Earth,F/210/P,TRAPPIST-1e,1025,01,F,210.0,P,Train,Harverez,1
1026_01,Earth,G/159/S,TRAPPIST-1e,1026,01,G,159.0,S,Train,Leetersoney,1
1027_01,Mars,F/211/P,TRAPPIST-1e,1027,01,F,211.0,P,Train,Dal,4
1027_02,Mars,F/211/P,TRAPPIST-1e,1027,02,F,211.0,P,Train,Dal,4
1027_03,Mars,F/211/P,TRAPPIST-1e,1027,03,F,211.0,P,Train,Dal,4
1027_04,Mars,F/211/P,55 Cancri e,1027,04,F,211.0,P,Train,Dal,4
1028_01,Earth,G/160/S,PSO J318.5-22,1028,01,G,160.0,S,Test,Hendrewsons,1
1029_01,Mars,F/212/P,TRAPPIST-1e,1029,01,F,212.0,P,Train,Racke,1
1030_01,Earth,F/213/P,TRAPPIST-1e,1030,01,F,213.0,P,Train,Farleyatton,1
1031_01,Earth,F/194/S,TRAPPIST-1e,1031,01,F,194.0,S,Train,Leonzaley,1
1032_01,Earth,G/153/P,PSO J318.5-22,1032,01,G,153.0,P,Train,Garzaley,1
1033_01,Earth,G/154/P,TRAPPIST-1e,1033,01,G,154.0,P,Train,Gonzaley,1
1034_01,Earth,G/155/P,TRAPPIST-1e,1034,01,G,155.0,P,Train,Cleman,1
1035_01,Mars,F/214/P,55 Cancri e,1035,01,F,214.0,P,Train,Bra,1
1036_01,Earth,G/161/S,PSO J318.5-22,1036,01,G,161.0,S,Train,Georgasey,1
1037_01,Earth,G/162/S,TRAPPIST-1e,1037,01,G,162.0,S,Test,Olivasquez,1
1038_01,Earth,G/163/S,TRAPPIST-1e,1038,01,G,163.0,S,Train,Knoxonway,1
1039_01,Earth,F/195/S,TRAPPIST-1e,1039,01,F,195.0,S,Test,Vincenton,1
1040_01,Earth,G/164/S,PSO J318.5-22,1040,01,G,164.0,S,Train,Mcbritts,1
1041_01,Europa,,TRAPPIST-1e,1041,01,,,,Train,Heedry,1
1042_01,Europa,A/8/P,55 Cancri e,1042,01,A,8.0,P,Test,Witalnerod,1
1043_01,Earth,F/215/P,TRAPPIST-1e,1043,01,F,215.0,P,Train,Talls,1
1044_01,Earth,G/165/S,TRAPPIST-1e,1044,01,G,165.0,S,Test,Hinglendez,1
1045_01,Europa,C/38/P,TRAPPIST-1e,1045,01,C,38.0,P,Train,Unteckery,2
1045_02,Europa,C/38/P,TRAPPIST-1e,1045,02,C,38.0,P,Train,Unteckery,2
1046_01,Earth,F/196/S,TRAPPIST-1e,1046,01,F,196.0,S,Train,Beachez,1
1047_01,Earth,G/156/P,TRAPPIST-1e,1047,01,G,156.0,P,Train,,1
1048_01,Earth,F/216/P,TRAPPIST-1e,1048,01,F,216.0,P,Train,Mcdon,1
1049_01,Mars,F/217/P,55 Cancri e,1049,01,F,217.0,P,Train,Prie,2
1049_02,Mars,F/217/P,TRAPPIST-1e,1049,02,F,217.0,P,Train,Prie,2
1050_01,Earth,G/157/P,TRAPPIST-1e,1050,01,G,157.0,P,Test,Buchansen,1
1051_01,Earth,F/197/S,TRAPPIST-1e,1051,01,F,197.0,S,Train,Warrison,1
1052_01,Earth,F/198/S,55 Cancri e,1052,01,F,198.0,S,Train,Gallard,1
1053_01,Earth,F/199/S,PSO J318.5-22,1053,01,F,199.0,S,Train,Colleruces,1
1054_01,Earth,F/200/S,TRAPPIST-1e,1054,01,F,200.0,S,Train,Valexandez,1
1055_01,Earth,G/158/P,TRAPPIST-1e,1055,01,G,158.0,P,Test,Booneid,1
1056_01,Mars,F/218/P,TRAPPIST-1e,1056,01,F,218.0,P,Train,Ble,2
1056_02,Mars,F/218/P,55 Cancri e,1056,02,F,218.0,P,Train,Ble,2
1057_01,Europa,C/39/P,55 Cancri e,1057,01,C,39.0,P,Train,Braned,1
1058_01,Earth,F/201/S,TRAPPIST-1e,1058,01,F,201.0,S,Train,Ingston,1
1059_01,Europa,C/40/P,55 Cancri e,1059,01,C,40.0,P,Test,Panspic,2
1059_02,Europa,C/40/P,55 Cancri e,1059,02,C,40.0,P,Test,Panspic,2
1060_01,Earth,G/166/S,TRAPPIST-1e,1060,01,G,166.0,S,Train,Clayson,1
1061_01,Europa,C/41/P,55 Cancri e,1061,01,C,41.0,P,Test,Stracary,1
1062_01,Earth,F/219/P,TRAPPIST-1e,1062,01,F,219.0,P,Train,Wolffy,1
1063_01,Europa,B/38/P,TRAPPIST-1e,1063,01,B,38.0,P,Train,Ingwhed,2
1063_02,Europa,B/38/P,TRAPPIST-1e,1063,02,B,38.0,P,Train,Ingwhed,2
1064_01,Earth,E/59/P,TRAPPIST-1e,1064,01,E,59.0,P,Test,Marson,2
1064_02,Earth,G/159/P,55 Cancri e,1064,02,G,159.0,P,Test,Marson,2
1065_01,Mars,F/202/S,TRAPPIST-1e,1065,01,F,202.0,S,Train,Jaf,1
1066_01,Mars,F/220/P,TRAPPIST-1e,1066,01,F,220.0,P,Train,Staf,1
1067_01,Earth,F/203/S,PSO J318.5-22,1067,01,F,203.0,S,Test,Gallandez,1
1068_01,Earth,G/167/S,PSO J318.5-22,1068,01,G,167.0,S,Train,Pughanders,1
1069_01,Europa,D/40/P,55 Cancri e,1069,01,D,40.0,P,Test,Opshosent,1
1070_01,Earth,F/221/P,TRAPPIST-1e,1070,01,F,221.0,P,Test,Wolfaddox,1
1071_01,Europa,T/0/P,TRAPPIST-1e,1071,01,T,0.0,P,Train,Dingauge,1
1072_01,Earth,G/160/P,PSO J318.5-22,1072,01,G,160.0,P,Test,Arneras,8
1072_02,Earth,G/160/P,TRAPPIST-1e,1072,02,G,160.0,P,Test,Arneras,8
1072_03,Earth,G/160/P,TRAPPIST-1e,1072,03,G,160.0,P,Test,Arneras,8
1072_04,Earth,G/160/P,TRAPPIST-1e,1072,04,G,160.0,P,Test,Arneras,8
1072_05,Earth,G/160/P,55 Cancri e,1072,05,G,160.0,P,Test,Arneras,8
1072_06,Earth,G/160/P,TRAPPIST-1e,1072,06,G,160.0,P,Test,Farmonrada,8
1072_07,Earth,G/160/P,55 Cancri e,1072,07,G,160.0,P,Test,Arneras,8
1072_08,Earth,G/160/P,TRAPPIST-1e,1072,08,G,160.0,P,Test,Arneras,8
1073_01,Earth,G/168/S,TRAPPIST-1e,1073,01,G,168.0,S,Test,Balley,1
1074_01,Earth,E/75/S,TRAPPIST-1e,1074,01,E,75.0,S,Test,Mcbriggins,2
1074_02,Earth,E/75/S,PSO J318.5-22,1074,02,E,75.0,S,Test,Mcbriggins,2
1075_01,Europa,B/41/S,TRAPPIST-1e,1075,01,B,41.0,S,Train,Objeciane,2
1075_02,Europa,B/41/S,TRAPPIST-1e,1075,02,B,41.0,S,Train,Objeciane,2
1076_01,Earth,G/161/P,TRAPPIST-1e,1076,01,G,161.0,P,Train,Scheron,1
1077_01,Earth,G/162/P,TRAPPIST-1e,1077,01,G,162.0,P,Train,Bardinard,1
1078_01,Earth,E/60/P,55 Cancri e,1078,01,E,60.0,P,Train,Ewins,1
1079_01,Earth,G/163/P,55 Cancri e,1079,01,G,163.0,P,Train,Traverdy,1
1080_01,Mars,F/204/S,TRAPPIST-1e,1080,01,F,204.0,S,Train,Parte,1
1081_01,Earth,G/164/P,,1081,01,G,164.0,P,Test,Steeletters,1
1082_01,Mars,F/205/S,TRAPPIST-1e,1082,01,F,205.0,S,Train,Traie,1
1083_01,Mars,F/206/S,TRAPPIST-1e,1083,01,F,206.0,S,Train,Sfin,3
1083_02,Mars,F/206/S,TRAPPIST-1e,1083,02,F,206.0,S,Train,Sfin,3
1083_03,Mars,F/206/S,TRAPPIST-1e,1083,03,F,206.0,S,Train,Sfin,3
1084_01,Earth,F/207/S,TRAPPIST-1e,1084,01,F,207.0,S,Train,Holcompson,1
1085_01,Earth,G/165/P,TRAPPIST-1e,1085,01,G,165.0,P,Train,Wagnerray,1
1086_01,Earth,G/166/P,TRAPPIST-1e,1086,01,G,166.0,P,Train,Carpennels,5
1086_02,Earth,G/166/P,TRAPPIST-1e,1086,02,G,166.0,P,Train,Willangsey,5
1086_03,Earth,G/166/P,TRAPPIST-1e,1086,03,G,166.0,P,Train,Willangsey,5
1086_04,Earth,E/61/P,,1086,04,E,61.0,P,Train,Willangsey,5
1086_05,Earth,G/166/P,TRAPPIST-1e,1086,05,G,166.0,P,Train,Willangsey,5
1087_01,Mars,F/222/P,TRAPPIST-1e,1087,01,F,222.0,P,Test,Lette,1
1088_01,Earth,G/169/S,PSO J318.5-22,1088,01,G,169.0,S,Train,Pottney,1
1089_01,Europa,D/41/P,55 Cancri e,1089,01,D,41.0,P,Train,Pronfraked,2
1089_02,Europa,D/41/P,TRAPPIST-1e,1089,02,D,41.0,P,Train,Pronfraked,2
1090_01,Europa,B/42/S,TRAPPIST-1e,1090,01,B,42.0,S,Test,Aindlylid,2
1090_02,Europa,B/42/S,55 Cancri e,1090,02,B,42.0,S,Test,Wheltary,2
1091_01,Mars,F/223/P,TRAPPIST-1e,1091,01,F,223.0,P,Train,Miste,1
1092_01,Earth,G/167/P,55 Cancri e,1092,01,G,167.0,P,Test,Mcleandez,1
1093_01,Mars,D/42/P,TRAPPIST-1e,1093,01,D,42.0,P,Train,Winie,1
1094_01,Earth,F/224/P,TRAPPIST-1e,1094,01,F,224.0,P,Train,Webstenson,1
1095_01,Europa,,TRAPPIST-1e,1095,01,,,,Train,Drelcate,1
1096_01,Earth,G/170/S,TRAPPIST-1e,1096,01,G,170.0,S,Train,Simson,1
1097_01,Mars,E/76/S,TRAPPIST-1e,1097,01,E,76.0,S,Train,Weeke,1
1098_01,Mars,D/37/S,TRAPPIST-1e,1098,01,D,37.0,S,Test,Ickes,1
1099_01,Earth,F/225/P,PSO J318.5-22,1099,01,F,225.0,P,Train,Mcneiley,1
1100_01,Mars,F/226/P,TRAPPIST-1e,1100,01,F,226.0,P,Train,Cuche,4
1100_02,Mars,F/226/P,TRAPPIST-1e,1100,02,F,226.0,P,Train,Cuche,4
1100_03,Mars,F/226/P,TRAPPIST-1e,1100,03,F,226.0,P,Train,Cuche,4
1100_04,Mars,E/62/P,TRAPPIST-1e,1100,04,E,62.0,P,Train,Frité,4
1101_01,Earth,G/171/S,TRAPPIST-1e,1101,01,G,171.0,S,Test,Norry,1
1102_01,Mars,F/227/P,PSO J318.5-22,1102,01,F,227.0,P,Train,Dan,1
1103_01,Mars,F/228/P,TRAPPIST-1e,1103,01,F,228.0,P,Test,Hoche,1
1104_01,Europa,C/41/S,55 Cancri e,1104,01,C,41.0,S,Test,Sorticbar,1
1105_01,Earth,F/208/S,TRAPPIST-1e,1105,01,F,208.0,S,Train,Willangsey,1
1106_01,Mars,F/209/S,TRAPPIST-1e,1106,01,F,209.0,S,Test,Brie,2
1106_02,Mars,F/209/S,TRAPPIST-1e,1106,02,F,209.0,S,Test,Brie,2
1107_01,Earth,F/210/S,TRAPPIST-1e,1107,01,F,210.0,S,Test,Bonnondry,1
1108_01,Mars,F/211/S,TRAPPIST-1e,1108,01,F,211.0,S,Train,Seen,2
1108_02,Mars,F/211/S,TRAPPIST-1e,1108,02,F,211.0,S,Train,,2
1109_01,Earth,F/212/S,PSO J318.5-22,1109,01,F,212.0,S,Test,Kinson,1
1110_01,Europa,C/42/S,TRAPPIST-1e,1110,01,C,42.0,S,Train,Ennalve,2
1110_02,Europa,C/42/S,55 Cancri e,1110,02,C,42.0,S,Train,Ennalve,2
1111_01,Earth,G/172/S,55 Cancri e,1111,01,G,172.0,S,Test,Burnerez,3
1111_02,Earth,G/172/S,TRAPPIST-1e,1111,02,G,172.0,S,Test,Burnerez,3
1111_03,Earth,E/77/S,55 Cancri e,1111,03,E,77.0,S,Test,Burnerez,3
1112_01,Europa,B/39/P,55 Cancri e,1112,01,B,39.0,P,Train,Opshaft,1
1113_01,Earth,E/78/S,TRAPPIST-1e,1113,01,E,78.0,S,Train,Fielsenders,1
1114_01,Mars,E/79/S,TRAPPIST-1e,1114,01,E,79.0,S,Train,Kidne,2
1114_02,Mars,E/79/S,TRAPPIST-1e,1114,02,E,79.0,S,Train,Kidne,2
1115_01,Earth,G/173/S,TRAPPIST-1e,1115,01,G,173.0,S,Train,Oneidson,1
1116_01,Earth,G/174/S,TRAPPIST-1e,1116,01,G,174.0,S,Train,Barnolaney,3
1116_02,Earth,,TRAPPIST-1e,1116,02,,,,Train,Barnolaney,3
1116_03,Earth,G/174/S,TRAPPIST-1e,1116,03,G,174.0,S,Train,Barnolaney,3
1117_01,Earth,E/63/P,TRAPPIST-1e,1117,01,E,63.0,P,Train,Andackson,1
1118_01,Europa,C/43/S,TRAPPIST-1e,1118,01,C,43.0,S,Test,Pokematic,5
1118_02,Europa,C/43/S,TRAPPIST-1e,1118,02,C,43.0,S,Test,Headal,5
1118_03,Europa,C/43/S,TRAPPIST-1e,1118,03,C,43.0,S,Test,Headal,5
1118_04,Europa,C/43/S,TRAPPIST-1e,1118,04,C,43.0,S,Test,Headal,5
1118_05,Europa,C/43/S,TRAPPIST-1e,1118,05,C,43.0,S,Test,Pokematic,5
1119_01,Mars,F/214/S,TRAPPIST-1e,1119,01,F,214.0,S,Test,Flie,2
1119_02,Mars,F/214/S,TRAPPIST-1e,1119,02,F,214.0,S,Test,Flie,2
1120_01,Earth,G/168/P,PSO J318.5-22,1120,01,G,168.0,P,Test,Mcgoway,1
1121_01,Earth,F/229/P,PSO J318.5-22,1121,01,F,229.0,P,Train,Burnerez,1
1122_01,Earth,G/169/P,TRAPPIST-1e,1122,01,G,169.0,P,Test,Monroellynn,1
